Sample Name*,Concentration* (ng/ul),Volume* (ul),Tube or Plate Label*,Sample Container*,Plate location (well #)* required if samples provided in a plate.,Sample Format*,Was Sample DNAse treated?*,Known / Suspected Organisms,Biosafety Material Category*,Sample Isolation Method*,Collection Year*,Collection Month*,Collection Day*,Sample Isolated From*,Collection Site or Growth Conditions* (required for RNA samples),Latitude*,Longitude*,Depth* (in meters) or minimum depth if a range,Maximum depth (in meters) if a range,Elevation* (in meters) or minimum elevation if a range,Maximum elevation (in meters) if a range,Country*,Sample Contact Name,Seq Project PI Name (No edit),Proposal ID (No edit),Control Type,Control Organism Name,Control Organism Tax ID,Internal Collaborator Sample Name
Uncultured microbe JGI dim_BP9735_FULL.1_G12,10,25,XUPVQ-6,384,G12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G12
Uncultured microbe JGI dim_BP9735_FULL.1_H12,10,25,XUPVQ-6,384,H12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H12
Uncultured microbe JGI dim_BP9735_FULL.1_I12,10,25,XUPVQ-6,384,I12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I12
Uncultured microbe JGI dim_BP9735_FULL.1_J12,10,25,XUPVQ-6,384,J12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J12
Uncultured microbe JGI dim_BP9735_FULL.1_K12,10,25,XUPVQ-6,384,K12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K12
Uncultured microbe JGI dim_BP9735_FULL.1_L12,10,25,XUPVQ-6,384,L12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L12
Uncultured microbe JGI dim_BP9735_FULL.1_M12,10,25,XUPVQ-6,384,M12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M12
Uncultured microbe JGI dim_BP9735_FULL.1_N12,10,25,XUPVQ-6,384,N12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N12
Uncultured microbe JGI dim_BP9735_FULL.1_O12,10,25,XUPVQ-6,384,O12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O12
Uncultured microbe JGI dim_BP9735_FULL.1_P12,10,25,XUPVQ-6,384,P12,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P12
Uncultured microbe JGI dim_BP9735_FULL.1_A13,10,25,XUPVQ-6,384,A13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A13
Uncultured microbe JGI dim_BP9735_FULL.1_B13,10,25,XUPVQ-6,384,B13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B13
Uncultured microbe JGI dim_BP9735_FULL.1_C13,10,25,XUPVQ-6,384,C13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C13
Uncultured microbe JGI dim_BP9735_FULL.1_D13,10,25,XUPVQ-6,384,D13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D13
Uncultured microbe JGI dim_BP9735_FULL.1_E13,10,25,XUPVQ-6,384,E13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E13
Uncultured microbe JGI dim_BP9735_FULL.1_F13,10,25,XUPVQ-6,384,F13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F13
Uncultured microbe JGI dim_BP9735_FULL.1_G13,10,25,XUPVQ-6,384,G13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G13
Uncultured microbe JGI dim_BP9735_FULL.1_H13,10,25,XUPVQ-6,384,H13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H13
Uncultured microbe JGI dim_BP9735_FULL.1_I13,10,25,XUPVQ-6,384,I13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I13
Uncultured microbe JGI dim_BP9735_FULL.1_J13,10,25,XUPVQ-6,384,J13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J13
Uncultured microbe JGI dim_BP9735_FULL.1_K13,10,25,XUPVQ-6,384,K13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K13
Uncultured microbe JGI dim_BP9735_FULL.1_L13,10,25,XUPVQ-6,384,L13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L13
Uncultured microbe JGI dim_BP9735_FULL.1_M13,10,25,XUPVQ-6,384,M13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M13
Uncultured microbe JGI dim_BP9735_FULL.1_N13,10,25,XUPVQ-6,384,N13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N13
Uncultured microbe JGI dim_BP9735_FULL.1_O13,10,25,XUPVQ-6,384,O13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O13
Uncultured microbe JGI dim_BP9735_FULL.1_P13,10,25,XUPVQ-6,384,P13,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P13
Uncultured microbe JGI dim_BP9735_FULL.1_A14,10,25,XUPVQ-6,384,A14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A14
Uncultured microbe JGI dim_BP9735_FULL.1_B14,10,25,XUPVQ-6,384,B14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B14
Uncultured microbe JGI dim_BP9735_FULL.1_C14,10,25,XUPVQ-6,384,C14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C14
Uncultured microbe JGI dim_BP9735_FULL.1_D14,10,25,XUPVQ-6,384,D14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D14
Uncultured microbe JGI dim_BP9735_FULL.1_E14,10,25,XUPVQ-6,384,E14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E14
Uncultured microbe JGI dim_BP9735_FULL.1_F14,10,25,XUPVQ-6,384,F14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F14
Uncultured microbe JGI dim_BP9735_FULL.1_G14,10,25,XUPVQ-6,384,G14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G14
Uncultured microbe JGI dim_BP9735_FULL.1_H14,10,25,XUPVQ-6,384,H14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H14
Uncultured microbe JGI dim_BP9735_FULL.1_I14,10,25,XUPVQ-6,384,I14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I14
Uncultured microbe JGI dim_BP9735_FULL.1_J14,10,25,XUPVQ-6,384,J14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J14
Uncultured microbe JGI dim_BP9735_FULL.1_K14,10,25,XUPVQ-6,384,K14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K14
Uncultured microbe JGI dim_BP9735_FULL.1_L14,10,25,XUPVQ-6,384,L14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L14
Uncultured microbe JGI dim_BP9735_FULL.1_M14,10,25,XUPVQ-6,384,M14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M14
Uncultured microbe JGI dim_BP9735_FULL.1_N14,10,25,XUPVQ-6,384,N14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N14
Uncultured microbe JGI dim_BP9735_FULL.1_O14,10,25,XUPVQ-6,384,O14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O14
Uncultured microbe JGI dim_BP9735_FULL.1_P14,10,25,XUPVQ-6,384,P14,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P14
Uncultured microbe JGI dim_BP9735_FULL.1_A15,10,25,XUPVQ-6,384,A15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A15
Uncultured microbe JGI dim_BP9735_FULL.1_B15,10,25,XUPVQ-6,384,B15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B15
Uncultured microbe JGI dim_BP9735_FULL.1_C15,10,25,XUPVQ-6,384,C15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C15
Uncultured microbe JGI dim_BP9735_FULL.1_D15,10,25,XUPVQ-6,384,D15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D15
Uncultured microbe JGI dim_BP9735_FULL.1_E15,10,25,XUPVQ-6,384,E15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E15
Uncultured microbe JGI dim_BP9735_FULL.1_F15,10,25,XUPVQ-6,384,F15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F15
Uncultured microbe JGI dim_BP9735_FULL.1_G15,10,25,XUPVQ-6,384,G15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G15
Uncultured microbe JGI dim_BP9735_FULL.1_H15,10,25,XUPVQ-6,384,H15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H15
Uncultured microbe JGI dim_BP9735_FULL.1_I15,10,25,XUPVQ-6,384,I15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I15
Uncultured microbe JGI dim_BP9735_FULL.1_J15,10,25,XUPVQ-6,384,J15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J15
Uncultured microbe JGI dim_BP9735_FULL.1_K15,10,25,XUPVQ-6,384,K15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K15
Uncultured microbe JGI dim_BP9735_FULL.1_L15,10,25,XUPVQ-6,384,L15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L15
Uncultured microbe JGI dim_BP9735_FULL.1_M15,10,25,XUPVQ-6,384,M15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M15
Uncultured microbe JGI dim_BP9735_FULL.1_N15,10,25,XUPVQ-6,384,N15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N15
Uncultured microbe JGI dim_BP9735_FULL.1_O15,10,25,XUPVQ-6,384,O15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O15
Uncultured microbe JGI dim_BP9735_FULL.1_P15,10,25,XUPVQ-6,384,P15,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P15
Uncultured microbe JGI dim_BP9735_FULL.1_A16,10,25,XUPVQ-6,384,A16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A16
Uncultured microbe JGI dim_BP9735_FULL.1_B16,10,25,XUPVQ-6,384,B16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B16
Uncultured microbe JGI dim_BP9735_FULL.1_C16,10,25,XUPVQ-6,384,C16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C16
Uncultured microbe JGI dim_BP9735_FULL.1_D16,10,25,XUPVQ-6,384,D16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D16
Uncultured microbe JGI dim_BP9735_FULL.1_E16,10,25,XUPVQ-6,384,E16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E16
Uncultured microbe JGI dim_BP9735_FULL.1_F16,10,25,XUPVQ-6,384,F16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F16
Uncultured microbe JGI dim_BP9735_FULL.1_G16,10,25,XUPVQ-6,384,G16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G16
Uncultured microbe JGI dim_BP9735_FULL.1_H16,10,25,XUPVQ-6,384,H16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H16
Uncultured microbe JGI dim_BP9735_FULL.1_I16,10,25,XUPVQ-6,384,I16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I16
Uncultured microbe JGI dim_BP9735_FULL.1_J16,10,25,XUPVQ-6,384,J16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J16
Uncultured microbe JGI dim_BP9735_FULL.1_K16,10,25,XUPVQ-6,384,K16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K16
Uncultured microbe JGI dim_BP9735_FULL.1_L16,10,25,XUPVQ-6,384,L16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L16
Uncultured microbe JGI dim_BP9735_FULL.1_M16,10,25,XUPVQ-6,384,M16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M16
Uncultured microbe JGI dim_BP9735_FULL.1_N16,10,25,XUPVQ-6,384,N16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N16
Uncultured microbe JGI dim_BP9735_FULL.1_O16,10,25,XUPVQ-6,384,O16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O16
Uncultured microbe JGI dim_BP9735_FULL.1_P16,10,25,XUPVQ-6,384,P16,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P16
Uncultured microbe JGI dim_BP9735_FULL.1_A17,10,25,XUPVQ-6,384,A17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A17
Uncultured microbe JGI dim_BP9735_FULL.1_B17,10,25,XUPVQ-6,384,B17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B17
Uncultured microbe JGI dim_BP9735_FULL.1_C17,10,25,XUPVQ-6,384,C17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C17
Uncultured microbe JGI dim_BP9735_FULL.1_D17,10,25,XUPVQ-6,384,D17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D17
Uncultured microbe JGI dim_BP9735_FULL.1_E17,10,25,XUPVQ-6,384,E17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E17
Uncultured microbe JGI dim_BP9735_FULL.1_F17,10,25,XUPVQ-6,384,F17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F17
Uncultured microbe JGI dim_BP9735_FULL.1_G17,10,25,XUPVQ-6,384,G17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G17
Uncultured microbe JGI dim_BP9735_FULL.1_H17,10,25,XUPVQ-6,384,H17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H17
Uncultured microbe JGI dim_BP9735_FULL.1_I17,10,25,XUPVQ-6,384,I17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I17
Uncultured microbe JGI dim_BP9735_FULL.1_J17,10,25,XUPVQ-6,384,J17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J17
Uncultured microbe JGI dim_BP9735_FULL.1_K17,10,25,XUPVQ-6,384,K17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K17
Uncultured microbe JGI dim_BP9735_FULL.1_L17,10,25,XUPVQ-6,384,L17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L17
Uncultured microbe JGI dim_BP9735_FULL.1_M17,10,25,XUPVQ-6,384,M17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M17
Uncultured microbe JGI dim_BP9735_FULL.1_N17,10,25,XUPVQ-6,384,N17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N17
Uncultured microbe JGI dim_BP9735_FULL.1_O17,10,25,XUPVQ-6,384,O17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O17
Uncultured microbe JGI dim_BP9735_FULL.1_P17,10,25,XUPVQ-6,384,P17,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P17
Uncultured microbe JGI dim_BP9735_FULL.1_A18,10,25,XUPVQ-6,384,A18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A18
Uncultured microbe JGI dim_BP9735_FULL.1_B18,10,25,XUPVQ-6,384,B18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B18
Uncultured microbe JGI dim_BP9735_FULL.1_C18,10,25,XUPVQ-6,384,C18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C18
Uncultured microbe JGI dim_BP9735_FULL.1_D18,10,25,XUPVQ-6,384,D18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_D18
Uncultured microbe JGI dim_BP9735_FULL.1_E18,10,25,XUPVQ-6,384,E18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_E18
Uncultured microbe JGI dim_BP9735_FULL.1_F18,10,25,XUPVQ-6,384,F18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_F18
Uncultured microbe JGI dim_BP9735_FULL.1_G18,10,25,XUPVQ-6,384,G18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_G18
Uncultured microbe JGI dim_BP9735_FULL.1_H18,10,25,XUPVQ-6,384,H18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_H18
Uncultured microbe JGI dim_BP9735_FULL.1_I18,10,25,XUPVQ-6,384,I18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_I18
Uncultured microbe JGI dim_BP9735_FULL.1_J18,10,25,XUPVQ-6,384,J18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_J18
Uncultured microbe JGI dim_BP9735_FULL.1_K18,10,25,XUPVQ-6,384,K18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_K18
Uncultured microbe JGI dim_BP9735_FULL.1_L18,10,25,XUPVQ-6,384,L18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_L18
Uncultured microbe JGI dim_BP9735_FULL.1_M18,10,25,XUPVQ-6,384,M18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_M18
Uncultured microbe JGI dim_BP9735_FULL.1_N18,10,25,XUPVQ-6,384,N18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_N18
Uncultured microbe JGI dim_BP9735_FULL.1_O18,10,25,XUPVQ-6,384,O18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_O18
Uncultured microbe JGI dim_BP9735_FULL.1_P18,10,25,XUPVQ-6,384,P18,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_P18
Uncultured microbe JGI dim_BP9735_FULL.1_A19,10,25,XUPVQ-6,384,A19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_A19
Uncultured microbe JGI dim_BP9735_FULL.1_B19,10,25,XUPVQ-6,384,B19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_B19
Uncultured microbe JGI dim_BP9735_FULL.1_C19,10,25,XUPVQ-6,384,C19,MDA reaction buffer,N,,Metagenome (Environmental),flow sorting,2026,1,1,dirt,,44.11,123.11,15,,200,,USA,,,,,,,BP9735_FULL.1_C19
